guid,fire_dept_name,hq_addr_1,hq_addr2,hq_city,hq_state,hq_zip,mail_addr1,mail_addr2,mail_po_box,mail_city,mail_state,mail_zip,hq_phone,hq_fax,county,dept_type,organization_type,website,number_of_stations,active_firefighters_career,active_firefighters_volunteer,active_firefighters_paid_per_call,non_firefighting_civilian,non_firefighting_volunteer,primary_agency_for_em
799,ARP Volunteer Fire Department,107 W Longview,PO Box 42,ARP,TX,75750,,,PO Box 42,ARP,TX,75750-0042,903-859-5232,,SMITH                    ,Volunteer,Local (includes career  combination  and volunteer),,1,0,25,0,0,7,
800,Arpin Volunteer Fire Department,8090 Church RD,PO Box 17,Arpin,WI,54410-0017,,,PO Box 17,Arpin,WI,54410-0017,(715) 652-2414,,WOOD                     ,Volunteer,Local (includes career  combination  and volunteer),,1,0,22,0,0,0,
801,Arrey-Derry Fire Department,1021 Percha Dam RD,,Arrey,NM,87930,,,PO Box 3,Arrey,NM,87930-0003,(505) 740-2527,(505) 743-0105,SIERRA                   ,Volunteer,State Government,,2,0,16,0,0,0,
802,Arrington Volunteer Fire Department,570 Emmaus Church RD,,Dudley,NC,28333,570 Emmaus Church RD,,,Dudley,NC,28333-6210,919-736-4310,919-736-4303,WAYNE                    ,Volunteer,Local (includes career  combination  and volunteer),,1,0,31,0,0,0,0
803,Arrinton Volunteer Fire Department,P.O. Box 96,,Arrinton,TN,37014,,,PO Box 96,Arrington,TN,37014,615-395-4147,615-395-4171,WILLIAMSON               ,Volunteer,Local (includes career  combination  and volunteer),,1,0,35,0,0,10,
804,Arrow Rock Volunteer Fire Department,Sixth ST,,Arrow Rock,MO,65320,PO Box 46,,,Arrow Rock,MO,65320,660-837-3479,660-837-3479,SALINE                   ,Volunteer,Local (includes career  combination  and volunteer),,1,0,7,0,0,7,1
805,Arrowbear Lake Fire Department,2365 Fir DR,,Arrowbear Lake,CA,92382,2365 Fir DR,,,Arrowbear Lake,CA,92832,(909) 867-3479,(909) 867-4736,ORANGE                   ,Volunteer,Local (includes career  combination  and volunteer),,1,0,15,0,0,1,
806,Arrowhead Estates Volunteer Fire Department,HC 67 Box 8,,Canadian,OK,74425-9712,HC 67 Box 8,,,Canadian,OK,74425-9712,(918)''9-6509,(918)''9-4440,PITTSBURG                ,Volunteer,Local (includes career  combination  and volunteer),,1,0,15,0,0,0,
807,Arrowhead Fire Department,9798 Highway 2,,Brookston,MN,55711,9798 Highway 2,,,Brookston,MN,55711-8027,218-879-6916,,SAINT LOUIS              ,Volunteer,Local (includes career  combination  and volunteer),,1,0,14,0,0,0,1
808,Arrowhead Ranch Estates Volunteer Fire Department,22514 FM 2393,,Wichita Falls,TX,76310-8467,22514 FM 2393,,,Wichita Falls,TX,76310-8467,940-766-2044,,CLAY                     ,Volunteer,Local (includes career  combination  and volunteer),,1,0,12,0,0,3,
809,Arrowhead Volunteer Fire Department,2069 Spruce RD,,Cimarron,CO,81220,2069 Spruce RD,,,Cimarron,CO,81220,970-862-8330,,GUNNISON                 ,Volunteer,Local (includes career  combination  and volunteer),,1,0,15,0,0,20,
810,Arrowsic Fire Department,340 Arrowsic RD,,Arrowsic,ME,4530,340 Arrowsic RD,,PO Box 340,Arrowsic,ME,04530-7204,207-443-4609,207-442-9082,SAGADAHOC                ,Volunteer,Local (includes career  combination  and volunteer),,1,0,16,0,0,0,1
811,Arrowsmith Fire Department,303 N Main ST,PO Box 146,Arrowsmith,IL,61722,,,PO Box 146,Arrowsmith,IL,61722-0146,309-727-1711,309-727-1329,MCLEAN                   ,Volunteer,Local (includes career  combination  and volunteer),,1,0,20,0,0,3,1
812,Artemus Volunteer Fire Department,Church ST,,Artemus,KY,40903,,,PO Box 157,Artemus,KY,40903-0157,606-546-8113,,KNOX                     ,Volunteer,Local (includes career  combination  and volunteer),,2,0,20,0,0,8,
813,Artesia Fire Department,309 N Seventh,,Artesia,NM,88210,309 N Seventh,,,Artesia,NM,88210,505-746-5051,505-746-5065,EDDY                     ,Mostly Career,Local (includes career  combination  and volunteer),http://www.artesianm.com/aFd//,2,19,15,0,0,1,
814,Artesian Volunteer Fire Department,105 Third ST,PO Box 165,Artesian,SD,57314-0165,,,PO Box 165,Artesian,SD,57314-0165,(605) 527-2630,(605) 527-1400,SANBORN                  ,Volunteer,Local (includes career  combination  and volunteer),,1,0,35,0,0,5,
815,Arthur Community Fire Department,217 S Main ST,,Arthur,IA,51431-0041,,,PO Box 41,Arthur,IA,51431-0041,(712) 367-2275,,IDA                      ,Volunteer,Local (includes career  combination  and volunteer),,1,0,13,0,0,0,
816,Arthur County Rural Fire Department,PO Box 187,,Arthur,NE,69121-0187,,,PO Box 187,Arthur,NE,69121-0187,(308) 764-2000,,ARTHUR                   ,Volunteer,Local (includes career  combination  and volunteer),,1,0,0,17,0,0,
817,Arthur Fire District,323 W Columbia ST,,Arthur,IL,61911,323 W Columbia ST,,,Arthur,IL,61911-1293,217-543-3754,217-543-2895,DOUGLAS                  ,Volunteer,Local (includes career  combination  and volunteer),,1,0,38,0,0,10,1
818,Arthur Kill Corr Fac Fire Response Team,2911 Arthur Kill  RD,,Staten Island,NY,10309,2911 Arthur Kill  RD,,,Staten Island,NY,10309,(718) 356-7333,(718) 356-7333,RICHMOND                 ,Volunteer,State Government,,1,0,21,0,0,0,
819,Arthur Volunteer Fire Department,550 Main ST,,Arthur,ND,58006-0124,550 Main ST,,PO Box 124,Arthur,ND,58006-0124,701-967-8312,,CASS                     ,Volunteer,Local (includes career  combination  and volunteer),,1,0,15,0,0,10,
820,Artic Fire Department #15,42 Lund RD,,Cosmopolis,WA,98537,42 Lund RD,,,Cosmopolis,WA,98537,360-533-6490,360-533-6014,GRAYS HARBOR             ,Volunteer,Local (includes career  combination  and volunteer),,2,0,20,0,1,0,
821,Arundel Fire-Rescue,468 Limerick  RD,,Arundel,ME,4046,468 Limerick  RD,,,Arundel,ME,4046,(207) 985-2572,,YORK                     ,Mostly Volunteer,Local (includes career  combination  and volunteer),,2,1,33,0,0,0,
822,Arundel Volunteer Fire Department,2380 Davidsonville RD,,Gambrills,MD,21054,2380 Davidsonville RD,,,Gambrills,MD,21054,(301) 261-0060,(410) 451-4987,BALTIMORE CITY           ,Mostly Volunteer,Local (includes career  combination  and volunteer),http://www.arundelfire.com/,1,9,65,0,0,25,
823,Arvada Fire Protection District,7903 Allison WAY,,Arvada,CO,80005,7903 Allison WAY,,,Arvada,CO,80005-5033,303-424-3012,303-432-7995,JEFFERSON                ,Mostly Career,Local (includes career  combination  and volunteer),http://www.arvadafire.com/,8,93,40,0,31,1,0
824,Arvin Hart Fire Company,10 Campbell RD,,Stillwater,NY,12170,10 Campbell RD,,PO Box 288,Stillwater,NY,12170,(518) 664-5191,(518) 664-1750,SARATOGA                 ,Volunteer,Local (includes career  combination  and volunteer),,4,0,44,0,2,0,
825,Arvon VFD,HC3 Box 356,,Lance,MI,49946,HC3 Box 356,,,Lance,MI,49946,,,BARAGA                   ,Volunteer,Local (includes career  combination  and volunteer),,1,0,20,0,0,0,
826,Asbury Community Fire Department,5485 Saratoga RD,,Asbury,IA,52002-2501,5485 Saratoga RD,,,Asbury,IA,52002-2501,563-556-5874,563-556-5874,DUBUQUE                  ,Volunteer,Local (includes career  combination  and volunteer),,1,0,32,0,0,6,
827,Asbury Fire Company #1  Inc.,410 Old Main ST,,Asbury,NJ,8802,410 Old Main ST,,PO Box 87,Asbury,NJ,8802,(908) 537-4177,(908) 537-0710,WARREN                   ,Volunteer,Local (includes career  combination  and volunteer),http://www.asburyfireco.com,1,0,18,0,0,8,
828,Asbury Fire Protection District,525 Main ST,,Asbury,MO,64832,,,PO Box 395,Asbury,MO,64832-0395,417-642-5608,,JASPER                   ,Volunteer,Local (includes career  combination  and volunteer),,2,0,19,0,0,0,1
829,Asbury Park Fire Department,800 Main ST,,Asbury Park,NJ,7712,800 Main ST,,,Asbury Park,NJ,07712-5910,732-775-6300,732-775-7681,MONMOUTH                 ,Career,Local (includes career  combination  and volunteer),http://asburyparkfire.org,1,55,0,0,1,0,1
830,Asbury Rehoboth Volunteer Fire Department,5837 Union HWY,,Gaffney,SC,29340,5837 Union HWY,,,Gaffney,SC,29340,864-487-8917,864-487-8917,CHEROKEE                 ,Volunteer,Local (includes career  combination  and volunteer),,1,0,12,0,0,14,
831,Asbury Volunteer Fire Department,4104 Martling Gap RD,,Albertville,AL,35951,2142 Asbury RD,,,Albertville,AL,35951-6028,256-787-8888,256-878-9220,MARSHALL                 ,Volunteer,Local (includes career  combination  and volunteer),http://www.asburyfire.com/,1,0,30,0,0,8,1
832,Ascutney Volunteer Fire Association  Inc.,540 RT 131,,Ascutney,VT,5030,540 RT 131,,P.O. Box 91,Ascutney,VT,5030,802-674-6869,,WINDSOR                  ,Volunteer,Local (includes career  combination  and volunteer),,1,0,25,0,0,15,
833,Ash Creek Fire Department,4220 Ash Creek RD,,Wilburton,OK,74578-6686,4220 Ash Creek RD,,,Wilburton,OK,74578-6686,918-465-2625,,LATIMER                  ,Volunteer,Local (includes career  combination  and volunteer),,1,0,14,0,0,0,
834,Ash Flat Fire Department,11 Arnhart ST,,Ash Flat,AR,72513,,,PO Box 280,Ash Flat,AR,72513-0280,870-994-3066,870-994-7976,SHARP                    ,Mostly Volunteer,Local (includes career  combination  and volunteer),http://ashflat-ar.org/fire.htm,1,4,12,0,0,2,0
835,Ash Fork Fire District,47202 Third ST,PO Box 377,Ash Fork,AZ,86320-0377,47202 Third ST,,PO Box 377,Ash Fork,AZ,86320-0377,(928) 637-2533,(928) 637-0394,YAVAPAI                  ,Volunteer,Local (includes career  combination  and volunteer),,1,0,14,0,0,0,
836,Ash Grove Fire Protection District,112 N Pipper RD,PO Box 155,Ash Grove,MO,65604-0235,112 N Pipper RD,,PO Box 155,Ash Grove,MO,65604-0235,(417) 751-3300,,GREENE                   ,Volunteer,Local (includes career  combination  and volunteer),,1,0,16,0,0,6,
837,Ash Township Volunteer Fire Department,12725 Mill ST,,Carleton,MI,48117,12725 Mill ST,,,Carleton,MI,48117,734-654-6279,,MONROE                   ,Volunteer,Local (includes career  combination  and volunteer),,2,0,40,0,0,0,
838,Ashaway Volunteer Fire Association  Inc.,213 Main ST,,Ashaway,RI,2804,,,PO Box 44,Ashaway,RI,2804,(401) 377-4549,(401) 377-1024,WASHINGTON               ,Volunteer,Local (includes career  combination  and volunteer),,1,0,40,0,0,15,
839,Ashburn Fire & Emergency Services,109 E Madison AVE,PO Box 766,Ashburn,GA,31714,109 E Madison AVE,,PO Box 766,Ashburn,GA,31714,(229) 567-4952,(229) 567-9284,TURNER                   ,Mostly Volunteer,Local (includes career  combination  and volunteer),,2,4,20,0,0,0,
840,Ashburn Rural Volunteer Fire Department,16330 Highway TT,,Ashburn,MO,63433,16330 Highway TT,,,Ashburn,MO,63433-2004,573-754-5607,,PIKE                     ,Volunteer,Local (includes career  combination  and volunteer),,1,0,8,0,3,3,
841,Ashburn Volunteer Fire and Rescue,20688 Ashburn RD,,Ashburn,VA,20147,20688 Ashburn RD,,,Ashburn,VA,20147,703-729-0006,,LOUDOUN                  ,Mostly Volunteer,Local (includes career  combination  and volunteer),http://www.ashburnfirerescue.org/,2,36,220,0,1,30,
842,Ashburnham Fire Department,12 Memorial DR,,Ashburnham,MA,1430,12 Memorial DR,,,Ashburnham,MA,1430,(978) 827-4021,(978) 827-4111,WORCESTER                ,Mostly Volunteer,Local (includes career  combination  and volunteer),http://www.fire-ems.net/firedept/view/ashburnhamma,2,5,14,32,0,8,
843,Ashby Fire Department,1093 Main ST,,Ashby,MA,01431-2312,1093 Main ST,,,Ashby,MA,01431-2312,(978) 386-5522,,MIDDLESEX                ,Volunteer,Local (includes career  combination  and volunteer),,1,0,0,30,0,0,
844,Ashby Fire Department,203 Main ST,,Ashby,MN,56309,203 Main ST,,,Ashby,MN,56309-4662,218-747-2214,218-747-3214,GRANT                    ,Volunteer,Local (includes career  combination  and volunteer),,1,0,24,0,0,10,1
845,Asheboro Fire Department,401 S Church ST,,Asheboro,NC,27203,401 S Church ST,,,Asheboro,NC,27203-5615,336-625-4244,336-625-1908,RANDOLPH                 ,Career,Local (includes career  combination  and volunteer),,2,51,0,0,0,0,1
846,Asher Fire Department,PO Box 321,,Asher,OK,74826-0321,,,PO Box 321,Asher,OK,74826-0321,(405) 784-5600,(405) 784-2201,POTTAWATOMIE             ,Volunteer,Local (includes career  combination  and volunteer),,2,0,16,0,0,0,
847,Asherton  Volunteer  Fire  Department,1001 W Carter,,Asherton,TX,78827,1001 W Carter,,P.O. Box 450,Asherton,TX,78827,830-468-3314,830-468-3671,DIMMIT                   ,Volunteer,Local (includes career  combination  and volunteer),,1,0,6,0,0,8,
848,Asheville Fire and Rescue Department,100 Court PLZ,PO Box 7148,Asheville,NC,28802,100 Court PLZ,,PO Box 7148,Asheville,NC,28802,828-259-5636,828-259-5429,BUNCOMBE                 ,Career,Local (includes career  combination  and volunteer),http://www.ci.asheville.nc.us/fire/main.httm,9,207,0,0,3,0,
849,Asheville Regional Airport Department of Public Safety,61 Terminal DR STE 1,,Fletcher,NC,28732,61 Terminal DR STE 1,,,Fletcher,NC,28732-6202,828-684-4577,828-684-3786,BUNCOMBE                 ,Career,Transportation Authority or Airport F.D.,http://www.flyavl.com/,1,18,0,0,1,0,0
850,Ashford North Cove Volunteer Fire Department,15640 US Highway 221 N,,Marion,NC,28752,15640 US Highway 221 N,,,Marion,NC,28752-6299,828-756-4704,828-756-4704,MCDOWELL                 ,Volunteer,Local (includes career  combination  and volunteer),,1,0,26,0,0,0,0
851,Ashford Volunteer Fire Department,102 5TH AVE,,Ashford,AL,36312,,,PO Box 167,Ashford,AL,36312-0167,334-899-5112,334-899-7307,HOUSTON                  ,Volunteer,Local (includes career  combination  and volunteer),,1,0,0,23,0,0,1
852,Ashford Volunteer Fire Department  Inc.,46 Westford RD,PO Box 1,Ashford,CT,6278,,,PO Box 1,Ashford,CT,06278-0001,860-429-9862,860-429-4935,WINDHAM                  ,Volunteer,Local (includes career  combination  and volunteer),http://www.ashfordfire.org/,2,0,25,0,0,15,1
853,Ashippun Fire Department,W 2464 Oak ST,PO Box 146,Ashippun,WI,53003,,,PO Box 146,Ashippun,WI,53003-0146,920-474-4223,920-474-4243,DODGE                    ,Volunteer,Local (includes career  combination  and volunteer),,2,0,24,0,0,16,
854,Ashkum Fire Protection District,105 E Lake ST,PO Box 63,Ashkum,IL,60911-0063,105 E Lake ST,PO Box 63,,Ashkum,IL,60911-0063,(815) 698-2536,(815) 698-2379,IROQUOIS                 ,Volunteer,Local (includes career  combination  and volunteer),,1,0,0,20,0,8,
855,Ashland City Fire Department,101 Court ST,PO Box 36,Ashland City,TN,37015-1700,101 Court ST,,PO Box 36,Ashland City,TN,37015-1700,615-792-4211,615-792-7100,CHEATHAM                 ,Mostly Volunteer,Local (includes career  combination  and volunteer),http://www.ashlandcityfire.com,2,9,0,26,0,0,
856,Ashland Division of FIre,274 Cleveland AVE,,Ashland,OH,44805-2416,274 Cleveland AVE,,,Ashland,OH,44805-2416,419-289-6511,419-289-7660,ASHLAND                  ,Career,Local (includes career  combination  and volunteer),,1,37,0,0,1,0,
857,Ashland Fire & Rescue Department,9 Main ST,,Ashland,NH,03217-0856,,,PO Box 856,Ashland,NH,03217-0856,603-968-7772,603-968-4010,GRAFTON                  ,Volunteer,Local (includes career  combination  and volunteer),,1,0,0,30,0,0,
858,Ashland Fire and Rescue,455 Siskiyou BLVD,,Ashland,OR,97520,455 Siskiyou BLVD,,,Ashland,OR,97520,(541) 482-2770,(541) 488-5318,JACKSON                  ,Career,Local (includes career  combination  and volunteer),http://www.ashland.or.us,2,31,0,0,4,0,
859,Ashland Fire Department,2402 Silver ST,,Ashland,NE,68003-1000,,,PO Box 165,Ashland,NE,68003-0165,402-944-7004,402-944-7004,SAUNDERS                 ,Volunteer,Local (includes career  combination  and volunteer),,1,0,28,0,0,25,
860,Ashland Fire Department,21 3RD AVE S,,Ashland,AL,36251,,,PO Box 849,Ashland,AL,36251-0849,256-354-3121,256-354-2589,CLAY                     ,Mostly Volunteer,Local (includes career  combination  and volunteer),,1,1,17,0,0,0,1
861,Ashland Fire Department,70 Cedar ST,,Ashland,MA,1721,70 Cedar ST,,,Ashland,MA,01721-1923,508-881-2323,508-881-0133,MIDDLESEX                ,Mostly Career,Local (includes career  combination  and volunteer),http://www.ashlandfire.com/,2,18,0,6,5,4,1
862,Ashland Fire Department,300 Stuntz AVE,,Ashland,WI,54806,300 Stuntz AVE,,,Ashland,WI,54806,(715) 682-7052,(715) 682-7903,ASHLAND                  ,Mostly Career,Local (includes career  combination  and volunteer),,1,19,0,8,1,0,
863,Ashland Fire Department,1021 Carter AVE,,Ashland,KY,41101,1021 Carter AVE,,,Ashland,KY,41101-7421,606-327-2035,606-324-3247,BOYD                     ,Career,Local (includes career  combination  and volunteer),http://www.ashlandkyfire.org,3,55,0,0,1,0,0
864,Ashland Rural Fire Department,703 Main ST,PO Box 844,Ashland,KS,67831,703 Main ST,,PO Box 844,Ashland,KS,67831,(620) 635-2531,(620) 635-2944,CLARK                    ,Volunteer,Local (includes career  combination  and volunteer),,1,0,19,0,0,0,
865,Ashland Volunteer Fire Department,RR 1 Box 1704,,Stuart,OK,74570-9801,RR 1 Box 1704,,,Stuart,OK,74570-9801,(918) 867-2421,,HUGHES                   ,Volunteer,Local (includes career  combination  and volunteer),,1,0,10,0,0,0,
866,Ashland Volunteer Fire Department,101 E Mechanic,,Ashland,IL,62612,,,PO Box 20,Ashland,IL,62612-0020,217-476-3621,217-476-3354,CASS                     ,Volunteer,Local (includes career  combination  and volunteer),,1,0,24,0,0,0,1
867,Ashley Fire Department,111 S Center AVE,,Ashley,ND,58413,,,PO Box 316,Ashley,ND,58413-0316,701-288-3091,,MCINTOSH                 ,Volunteer,Local (includes career  combination  and volunteer),,1,0,25,0,0,0,0
868,Ashley Fire Protection District,115 E Madison ST,,Ashley,IL,62808,,,PO Box 323,Ashley,IL,62808-0323,618-485-6678,618-485-1263,WASHINGTON               ,Volunteer,Local (includes career  combination  and volunteer),http://www.ashleyfire.org/,2,0,0,24,0,2,0
869,Ashley River Fire Department,8045 Dorchester RD,,N Charleston,SC,29418,8045 Dorchester RD,,,N Charleston,SC,29418-2902,843-552-2425,843-552-7899,DORCHESTER               ,Mostly Volunteer,Local (includes career  combination  and volunteer),http://www.ashleyriverfire.com,1,4,28,20,1,7,
870,Ashley Volunteer Fire Department,114 W Oak ST,PO Box 158,Ashley,MI,48806-0158,114 W Oak ST,,PO Box 158,Ashley,MI,48806-0158,(989) 847-3050,(989) 847-4031,GRATIOT                  ,Volunteer,Local (includes career  combination  and volunteer),,1,0,0,17,0,4,
871,Ashley Volunteer Fire Department  Inc.,101 S Union AVE,,Ashley,IN,46705,101 S Union AVE,,PO Box 349,Ashley,IN,46705,(260) 587-9222,(260) 587-9222,DE KALB                  ,Volunteer,Local (includes career  combination  and volunteer),,1,0,21,0,0,3,
872,Ashmore Fire Protection District,202 S Illinois ST,,Ashmore,IL,61912-9571,103 Shoot CIR,,,Ashmore,IL,61912-9571,217-349-8433,217-349-8435,COLES                    ,Volunteer,Local (includes career  combination  and volunteer),,1,0,20,0,0,1,0
873,Ashridge  Volunteer  Fire  Department,32960 Hwy 195,,Haleyville,AL,35565,32960 Hwy 195,,,Haleyville,AL,35565,100-100-1000,,WINSTON                  ,Volunteer,Local (includes career  combination  and volunteer),,1,0,17,0,0,3,
874,Ashtabula Fire Department,4326 Main AVE,,Ashtabula,OH,44004-6853,4326 Main AVE,,,Ashtabula,OH,44004-6853,440-992-7186,440-992-7186,ASHTABULA                ,Career,Local (includes career  combination  and volunteer),http://www.ashtabulafire.com,1,26,0,0,1,0,
875,Ashtabula Township Fire Department,2718 N Ridge RD E,,Ashtabula,OH,44004-4133,2718 N Ridge RD E,,,Ashtabula,OH,44004-4133,(440) 997-4641,(440) 992-1406,ASHTABULA                ,Mostly Career,Local (includes career  combination  and volunteer),http://atfd.net`,1,18,0,10,8,0,
876,Ashton Fire and Rescue,320 Center AVE,PO Box 21,Ashton,NE,68817-0021,320 Center AVE,,PO Box 21,Ashton,NE,68817-0021,308-738-2369,,SHERMAN                  ,Volunteer,Local (includes career  combination  and volunteer),,1,0,23,0,0,0,
877,Ashton Fire Department,PO Box 206,,Ashton,SD,57424-0206,,,PO Box 206,Ashton,SD,57424-0206,(605) 472-1907,(605) 472-2257,SPINK                    ,Volunteer,Local (includes career  combination  and volunteer),,1,0,19,0,0,0,
878,Ashton Fire Department,704 Main ST,PO Box 485,Ashton,IL,61006-0485,,,PO Box 485,Ashton,IL,61006-0485,(815) 453-7721,(815) 453-2343,LEE                      ,Volunteer,Local (includes career  combination  and volunteer),,1,0,28,0,0,0,
879,Ashton Fire Department,3029 3RD ST,PO Box 188,Ashton,IA,51232,3029 3RD ST,,PO Box188,Ashton,IA,51232-7709,712-724-6167,712-724-6139,OSCEOLA                  ,Volunteer,Local (includes career  combination  and volunteer),,1,0,22,0,0,0,1
880,Ashville Area Volunteer Fire Department  Inc.,Rt. 2 Box 100A RT,,Greenville,FL,32331,Rt. 2 Box 100A RT,,,Greenville,FL,32331,(850) 342-0182,,MADISON                  ,Volunteer,Local (includes career  combination  and volunteer),,1,0,7,0,0,5,
881,Ashville Fire Department,4853 RTE 474,PO Box 129,Ashville,NY,14710-0129,4853 RTE 474,,PO Box 129,Ashville,NY,14710-0129,716-763-8195,716-789-5249,CHAUTAUQUA               ,Volunteer,Local (includes career  combination  and volunteer),,2,0,41,0,0,4,
882,Ashville Volunteer Fire Company,127 Pine ST,PO Box 3,Ashville,PA,16613,127 Pine ST,,PO Box 3,Ashville,PA,16613,(814) 944-2354,,CAMBRIA                  ,Volunteer,Local (includes career  combination  and volunteer),,1,0,30,0,0,110,
883,Ashwaubenon Public Safety Department,2155 Holmgren WAY,,Ashwaubenon,WI,54304,2155 Holmgren WAY,,,Ashwaubenon,WI,54304,(920) 492-2312,(920) 492-2986,BROWN                    ,Mostly Career,Local (includes career  combination  and volunteer),http://www.ashpublicsafety.com,2,44,0,25,12,0,
884,Askewville Volunteer Fire Department,105 Askewville S Railroad ST,,Windsor,NC,27983-7208,117 W Askewville ST #52,,,Windsor,NC,27983-7237,252-794-2553,,BERTIE                   ,Volunteer,Local (includes career  combination  and volunteer),,1,0,32,0,0,22,
885,Askov Volunteer Fire Department,6369 Kobmagergade,PO Box 245,Askov,MN,55704,,,PO Box 245,Askov,MN,55704-0245,320-838-3616,,PINE                     ,Volunteer,Local (includes career  combination  and volunteer),,1,0,0,19,0,0,1
886,Asotin County Fire Protection District # 1,2314 Appleside BLVD E,,Clarkston,WA,99403,2314 Appleside BLVD E,,,Clarkston,WA,99403,(509) 758-5181,(509) 758-5860,ASOTIN                   ,Mostly Volunteer,Local (includes career  combination  and volunteer),,1,1,30,30,0,0,
887,ASPC-Perryville,2014 N Citrus Rd. RD N,PO Box 3000,Goodyear,AZ,85338,2014 N Citrus Rd. RD N,PO Box 3000,,Goodyear,AZ,85338,(623) 853-0304,(623) 853-0425,MARICOPA                 ,Career,State Government,,1,1,0,0,0,0,
888,Aspen Fire Protection District,420 E Hopkins AVE,,Aspen,CO,81611,420 E Hopkins AVE,,,Aspen,CO,81611-1908,970-925-5532,970-920-4451,PITKIN                   ,Volunteer,Local (includes career  combination  and volunteer),,4,0,40,0,7,0,0
889,Aspers Volunteer Fire/EMS,1555 Centermills RD,,Aspers,PA,17304,1555 Centermills RD,,P.O. Box 126,Aspers,PA,17304,717-677-6303,717-677-4767,ADAMS                    ,Volunteer,Local (includes career  combination  and volunteer),,1,0,24,0,0,12,
890,Aspinwall Volunteer Fire Department,217 Commercial AVE,,Pittsburg,PA,15215,217 Commercial AVE,,,Pittsburg,PA,15215,412-781-0213,412-781-2233,ALLEGHENY                ,Volunteer,Local (includes career  combination  and volunteer),,2,0,40,0,0,0,
891,Assaria Fire Department,315 E Main ST,,Assaria,KS,67416,,,PO Box 267,Assaria,KS,67416-0267,785-667-3473,785-667-5596,SALINE                   ,Volunteer,Local (includes career  combination  and volunteer),,1,0,0,15,15,7,1
892,Assumpton Community Fire Protection District,217 N Chestnut,PO Box 116,Assumption,IL,62510,,,PO Box 116,Assumption,IL,62510-0116,217-226-4124,,CHRISTIAN                ,Volunteer,Local (includes career  combination  and volunteer),,1,0,25,0,0,0,1
893,Aston Beechwood Fire Company,793 Mount RD,,Aston,PA,19014-1141,793 Mount RD,,,Aston,PA,19014-1141,610-459-1252,610-459-9659,DELAWARE                 ,Volunteer,Local (includes career  combination  and volunteer),http://www.astonbeechwood72.com,1,0,55,0,0,0,
894,Astoria Fire Department,101 E State ST,PO Box 101,Astoria,IL,61501-0844,101 E State ST,,PO Box 101,Astoria,IL,61501-0844,(309) 329-9985,(309) 329-2309,FULTON                   ,Volunteer,Local (includes career  combination  and volunteer),,2,0,29,0,0,0,
895,Astoria Fire/ Rescue,555 30th ST,,Astoria,OR,97103,555 30th ST,,,Astoria,OR,97104,(503) 325-2345,(503) 325-2346,CLATSOP                  ,Mostly Volunteer,Local (includes career  combination  and volunteer),,2,12,25,0,0,15,
896,Astoria Volunteer Fire Department,Blom ST,,Astoria,SD,57213,Blom ST,,P.O. Box 91,Astoria,SD,57213,605-832-3351,605-832-1300,DEUEL                    ,Volunteer,100 percent vol.,,1,0,19,0,0,0,
897,Ata-Bexar County Line Volunteer Fire Department,25580 Pleasanton RD,,San Antonio,TX,78264,25580 Pleasanton RD,,,San Antonio,TX,78264,(210) 626-1324,,BEXAR                    ,Volunteer,Contract fire department,http://www.ata-bexarvfd.org,1,0,20,0,0,10,
898,Atalissa Community Fire Department  Inc,126 Depot ST,Box,Atalissa,IA,52720-0044,126 Depot ST,Box,P.O. Box 44,Atalissa,IA,52720-0044,563-649-2281,563-649-2062,MUSCATINE                ,Volunteer,Local (includes career  combination  and volunteer),,1,0,20,0,0,20,
899,Atascadero City Fire Department,6005 Lewis AVE,,Atascadero,CA,93422,6005 Lewis AVE,,,Atascadero,CA,93422-4224,805-461-5070,805-466-5091,SAN LUIS OBISPO          ,Mostly Career,Local (includes career  combination  and volunteer),http://www.atascadero.org/,2,19,0,18,1,2,1
900,Atascadero State Hospital Fire Department,10333 El Camino Real,PO Box 7006,Atascadero,CA,93423,,,PO Box 7006,Atascadero,CA,93423-7006,805-468-2501,805-468-2011,SAN LUIS OBISPO          ,Mostly Career,State Government,,1,7,0,6,0,0,1
901,Atascocita Volunteer Fire Department,7642 Farmingham RD,,Atascocita,TX,77346-2237,7642 Farmingham RD,,,Atascocita,TX,77346-2237,(281) 852-2181,(281) 852-2630,HARRIS                   ,Volunteer,Local (includes career  combination  and volunteer),http://www.avfd.com,2,0,44,0,15,39,
902,Atchinson County Fire District #5,207 Main ST,,Huron,KS,66041-9789,12291 Hamilton RD,,,Huron,KS,66041-9789,785-847-6879,,ATCHISON                 ,Volunteer,Local (includes career  combination  and volunteer),,2,0,35,0,0,0,
903,Atchison County Fire District #1,520 Woodlawn AVE,,Atchison,KS,66002,,,PO Box 41,Atchison,KS,66002,(913) 367-2090,,ATCHISON                 ,Volunteer,Local (includes career  combination  and volunteer),,1,0,20,0,0,0,
904,Atchison County Fire District #2,5348 Dickinson RD,,Effingham,KS,66023,5348 Dickinson RD,,,Effingham,KS,66023,000-000-0000,,ATCHISON                 ,Volunteer,Local (includes career  combination  and volunteer),,1,0,14,0,0,0,
905,Atchison Fire Department,218 N 6TH ST,,Atchison,KS,66002,218 N 6TH ST,,,Atchison,KS,66002-2417,913-367-4329,913-367-1639,ATCHISON                 ,Career,Local (includes career  combination  and volunteer),http://www.cityofatchison.com/fire.html,1,19,0,0,1,0,1
